epoch,step,train_loss,test_accuracy,train_accuracy
1,0,2.574974536895752,0.10700000077486038,0
1,10,2.3301351070404053,0.14579999446868896,0
1,20,2.2766799926757812,0.17579999566078186,0
1,30,2.198875665664673,0.22679999470710754,0
1,40,1.9975425004959106,0.2727999985218048,0
1,50,2.002579689025879,0.3158000111579895,0
1,60,1.8603826761245728,0.3582000136375427,0
1,70,1.7225040197372437,0.4043000042438507,0
1,80,1.802453875541687,0.446399986743927,0
1,90,1.7006596326828003,0.492900013923645,0
1,100,1.2603659629821777,0.5253000259399414,0
1,110,1.273876428604126,0.5875999927520752,0
1,120,1.2426011562347412,0.6252999901771545,0
1,130,1.1708784103393555,0.6488999724388123,0
1,140,0.8675733208656311,0.682200014591217,0
1,150,0.9922112822532654,0.7049000263214111,0
1,160,0.9416927695274353,0.7239999771118164,0
1,170,0.6503560543060303,0.7354999780654907,0
1,180,0.8067138195037842,0.7451000213623047,0
1,190,1.314955711364746,0.7583000063896179,0
1,200,0.6848427057266235,0.7735999822616577,0
1,210,0.9615492224693298,0.7731999754905701,0
1,220,0.8488621115684509,0.7888000011444092,0
1,230,0.7514135241508484,0.7936000227928162,0
1,240,0.7126973271369934,0.8052999973297119,0
1,250,0.8877392411231995,0.8115000128746033,0
1,260,0.6952599287033081,0.8131999969482422,0
1,270,0.5038961172103882,0.8129000067710876,0
1,280,0.588656485080719,0.8220999836921692,0
1,290,0.4441414475440979,0.8234000205993652,0
1,300,0.6227133870124817,0.8270999789237976,0
1,310,1.0570148229599,0.83160001039505,0
1,320,0.5159980058670044,0.8263000249862671,0
1,330,0.5207352042198181,0.8360000252723694,0
1,340,0.7669188380241394,0.8420000076293945,0
1,350,0.6456655263900757,0.8464000225067139,0
1,360,0.37517401576042175,0.8468000292778015,0
1,370,0.1947646290063858,0.8410999774932861,0
1,380,0.8872009515762329,0.8531000018119812,0
1,390,0.6823731660842896,0.8481000065803528,0
1,400,0.49486395716667175,0.8586999773979187,0
1,410,0.485414057970047,0.8575999736785889,0
1,420,0.554415225982666,0.8580999970436096,0
1,430,0.6310012340545654,0.8614000082015991,0
1,440,0.5679834485054016,0.8604000210762024,0
1,450,0.8620147109031677,0.864799976348877,0
1,460,0.3106217086315155,0.8604000210762024,0
1,470,0.5881219506263733,0.8646000027656555,0
1,480,0.19984592497348785,0.8628000020980835,0
1,490,0.5309966206550598,0.8658000230789185,0
1,500,0.5728165507316589,0.8659999966621399,0
1,510,0.673424243927002,0.873199999332428,0
1,520,0.5888950824737549,0.8690000176429749,0
1,530,0.2905486822128296,0.8730999827384949,0
1,540,0.36632055044174194,0.8773000240325928,0
1,550,0.5575854778289795,0.8730999827384949,0
1,560,0.1499807983636856,0.876800000667572,0
1,570,0.25784677267074585,0.878600001335144,0
1,580,0.2174089252948761,0.8798999786376953,0
1,590,0.5250658988952637,0.879800021648407,0
1,600,0.5043440461158752,0.8816999793052673,0
1,610,0.4662846028804779,0.8808000087738037,0
1,620,0.5646771788597107,0.8791000247001648,0
1,630,0.3298202455043793,0.8799999952316284,0
