epoch,step,train_loss,test_accuracy,train_accuracy
1,0,3.546502113342285,0.11749999970197678,0
1,10,2.1383683681488037,0.26089999079704285,0
1,20,1.7156494855880737,0.40869998931884766,0
1,30,1.4960198402404785,0.4925000071525574,0
1,40,1.3317292928695679,0.5776000022888184,0
1,50,1.2437835931777954,0.6471999883651733,0
1,60,1.255615472793579,0.6963000297546387,0
1,70,0.9672407507896423,0.7476999759674072,0
1,80,0.8583898544311523,0.7705000042915344,0
1,90,0.6625452041625977,0.7912999987602234,0
1,100,0.3566005229949951,0.8032000064849854,0
1,110,0.5873546004295349,0.8342999815940857,0
1,120,0.7663453817367554,0.8230999708175659,0
1,130,0.6600201725959778,0.8452000021934509,0
1,140,0.28888508677482605,0.8565999865531921,0
1,150,0.4145355224609375,0.869700014591217,0
1,160,0.7008760571479797,0.8637999892234802,0
1,170,0.2707306146621704,0.8805000185966492,0
1,180,0.25398579239845276,0.8679999709129333,0
1,190,0.3507229685783386,0.888700008392334,0
1,200,0.31820377707481384,0.870199978351593,0
1,210,0.3031732439994812,0.8784000277519226,0
1,220,0.43290698528289795,0.8927000164985657,0
1,230,0.4109157919883728,0.8898000121116638,0
1,240,0.3690507113933563,0.8930000066757202,0
1,250,0.4348835349082947,0.8948000073432922,0
1,260,0.4178440272808075,0.8906999826431274,0
1,270,0.31268399953842163,0.8934999704360962,0
1,280,0.2296861857175827,0.9074000120162964,0
1,290,0.17569027841091156,0.9036999940872192,0
1,300,0.5607271194458008,0.9117000102996826,0
1,310,0.7295312881469727,0.9042999744415283,0
1,320,0.26132717728614807,0.9014999866485596,0
1,330,0.14234869182109833,0.910099983215332,0
1,340,0.32454389333724976,0.9139000177383423,0
1,350,0.2729225754737854,0.9093999862670898,0
1,360,0.13613620400428772,0.9156000018119812,0
1,370,0.08526866137981415,0.9248999953269958,0
1,380,0.5230211615562439,0.92330002784729,0
1,390,0.30651941895484924,0.9199000000953674,0
1,400,0.12187528610229492,0.916700005531311,0
1,410,0.24597594141960144,0.9189000129699707,0
1,420,0.4136325418949127,0.925599992275238,0
1,430,0.4755309820175171,0.9205999970436096,0
1,440,0.24068328738212585,0.9243999719619751,0
1,450,0.3287407457828522,0.92330002784729,0
1,460,0.08927172422409058,0.9257000088691711,0
1,470,0.2611488997936249,0.9304999709129333,0
1,480,0.1209922805428505,0.9291999936103821,0
1,490,0.289315789937973,0.935699999332428,0
1,500,0.40885254740715027,0.9352999925613403,0
1,510,0.3015459477901459,0.9337999820709229,0
1,520,0.2728046774864197,0.930899977684021,0
1,530,0.10187988728284836,0.9348999857902527,0
1,540,0.05908360704779625,0.9402999877929688,0
1,550,0.20447209477424622,0.9387999773025513,0
1,560,0.02942335233092308,0.9424999952316284,0
1,570,0.22069334983825684,0.9363999962806702,0
1,580,0.23076146841049194,0.9391999840736389,0
1,590,0.19548724591732025,0.9430000185966492,0
1,600,0.17755940556526184,0.935699999332428,0
1,610,0.22107094526290894,0.9402999877929688,0
1,620,0.2754264175891876,0.9430999755859375,0
1,630,0.17330755293369293,0.9409000277519226,0
1,640,0.2781713306903839,0.9441999793052673,0
1,650,0.25119513273239136,0.9456999897956848,0
