epoch,batch_idx,test_acc,unique_ap,mean_ap_sim@10,std_ap_sim@10,mean_ap_sim@100,std_ap_sim@100,mean_ap_sim@init,std_ap_sim@init,mean_ap_sim@final,std_ap_sim@final,mean_wc@10,std_wc@10,mean_wc@100,std_wc@100,mean_wc@init,std_wc@init,mean_wc@final,std_wc@final
1,180,0.7465999722480774,56896,0.9824484,0.016279766,0.8594846,0.061563224,0.72551095,0.08779642,0.7871454,0.051442344,0.00054745509987697,0.0004971391172148287,0.004731380380690098,0.004186674952507019,0.0075117964297533035,0.0068023051135241985,0.02190399169921875,0.02205394022166729
1,190,0.7584999799728394,56642,0.9793274,0.018681994,0.8688761,0.06012426,0.716615,0.0903545,0.7895368,0.051276598,0.0004885779926553369,0.00046810912317596376,0.004479739814996719,0.004113323520869017,0.007744030095636845,0.0070510501973330975,0.021754765883088112,0.021912431344389915
1,200,0.7610999941825867,56434,0.9872608,0.0136734005,0.8786049,0.05655237,0.7140175,0.09103988,0.7926813,0.050541557,0.0004581537505146116,0.0004129594308324158,0.004235994536429644,0.0040060123428702354,0.007985006086528301,0.007270945701748133,0.021622659638524055,0.021777084097266197
1,210,0.7767999768257141,56368,0.9867198,0.013777837,0.8845015,0.053025484,0.7076015,0.091436334,0.7973516,0.049771532,0.000514183018822223,0.00040219182847067714,0.0040610251016914845,0.003852149471640587,0.00826333835721016,0.007500377018004656,0.021494179964065552,0.02163429744541645
1,220,0.7799999713897705,56360,0.98787194,0.013018223,0.90121835,0.044341378,0.70493156,0.09073983,0.8010983,0.049706426,0.00046609813580289483,0.0004209886828903109,0.0038801366463303566,0.0037250318564474583,0.00855168979614973,0.007660514675080776,0.021345211192965508,0.02151944302022457
1,230,0.791100025177002,56232,0.98392576,0.015148404,0.9154025,0.03757652,0.7070282,0.08893947,0.8047752,0.04918275,0.00042710982961580157,0.000438843882875517,0.0036886464804410934,0.003516249591484666,0.008737924508750439,0.007852600887417793,0.02121569961309433,0.02142069861292839
1,240,0.7954000234603882,56003,0.9893033,0.01246155,0.921255,0.035696257,0.7041437,0.0890531,0.8083753,0.048617236,0.0004766459169331938,0.00041144085116684437,0.003448075382038951,0.0033356565982103348,0.008927042596042156,0.008098609745502472,0.021115390583872795,0.021306026726961136
1,250,0.8032000064849854,55975,0.9867413,0.01401877,0.9316305,0.03277614,0.705087,0.088383466,0.8103761,0.048138104,0.0004499468777794391,0.0003700164961628616,0.0032085359562188387,0.0032092055771499872,0.009092266671359539,0.008258636109530926,0.020972592756152153,0.02122635394334793
1,260,0.8073999881744385,55673,0.9901775,0.011895663,0.93624485,0.032400504,0.7040302,0.08908257,0.81174797,0.047313493,0.0004144761187490076,0.0003458436403889209,0.0030436210799962282,0.00301559641957283,0.00926345307379961,0.008412673138082027,0.020860401913523674,0.021132607012987137
1,270,0.8165000081062317,55494,0.9909353,0.011378485,0.9403991,0.031219603,0.7030518,0.08906226,0.8140106,0.046791382,0.00042854115599766374,0.0003561227931641042,0.0028965126257389784,0.0028367338236421347,0.00944931898266077,0.008533400483429432,0.020722942426800728,0.021060021594166756
1,280,0.8203999996185303,55494,0.9880267,0.013089323,0.94344324,0.030293701,0.6988765,0.08887461,0.8183153,0.0461456,0.0004375280113890767,0.0003623660886660218,0.0027615271974354982,0.002698523923754692,0.00963533204048872,0.008683959022164345,0.020628387108445168,0.02095836214721203
1,290,0.8241999745368958,55194,0.98976296,0.011849696,0.9436771,0.030076899,0.694687,0.089478254,0.82096446,0.045827948,0.0003986499214079231,0.00033713545417413116,0.0026584353763610125,0.002566904528066516,0.009810532443225384,0.008832826279103756,0.020536281168460846,0.020861495286226273
1,300,0.8281999826431274,55037,0.9879883,0.012833983,0.9476874,0.028407332,0.69660395,0.08892765,0.82020926,0.045042127,0.00046159999328665435,0.000379594654077664,0.0026316852308809757,0.0024536133278161287,0.00994094554334879,0.008954028598964214,0.020404065027832985,0.020783381536602974
1,310,0.8273000121116638,54834,0.9903745,0.01155154,0.9518075,0.02689036,0.6957568,0.088368945,0.822457,0.044871442,0.0004537622444331646,0.000435247813584283,0.0025402605533599854,0.0024094132240861654,0.010059615597128868,0.009115340188145638,0.020236732438206673,0.020738163962960243
1,320,0.8295000195503235,54690,0.9904733,0.0114229685,0.9519209,0.028126422,0.69455016,0.08838085,0.8237268,0.044534337,0.0003815311356447637,0.00032148684840649366,0.0023651800584048033,0.0023337830789387226,0.010137184523046017,0.009265920147299767,0.020155923441052437,0.020647326484322548
1,330,0.8396999835968018,54557,0.9864199,0.013718974,0.9537951,0.027293483,0.6936693,0.08823729,0.8234241,0.04458693,0.0004664574807975441,0.00036386321880854666,0.0023137074895203114,0.0022239992395043373,0.01024401281028986,0.00939975492656231,0.0200809258967638,0.020551180467009544
1,340,0.8388000130653381,54749,0.9813992,0.015855638,0.9526817,0.02902313,0.6975322,0.08685519,0.8244595,0.04509161,0.0004926227265968919,0.0004469892883207649,0.002265237970277667,0.0021761555690318346,0.010371528565883636,0.009510264731943607,0.019976219162344933,0.020468398928642273
1,350,0.8428000211715698,55049,0.9876841,0.012961703,0.95811206,0.026741672,0.69677,0.087253176,0.8253577,0.04535869,0.00046304488205350935,0.0003944898780900985,0.002183685079216957,0.0021095469128340483,0.010409724898636341,0.009640180505812168,0.019922206178307533,0.02037152275443077
1,360,0.8402000069618225,55227,0.9816281,0.016081559,0.96189106,0.023939515,0.6924466,0.08823304,0.8263895,0.04516581,0.0005400390946306288,0.0004586949071381241,0.0021262215450406075,0.00208302098326385,0.01042249333113432,0.009813311509788036,0.019877174869179726,0.02028634212911129
1,370,0.8429999947547913,55032,0.9905062,0.0114352675,0.9634099,0.022791442,0.6916471,0.08767653,0.8280432,0.045303293,0.0004160490061622113,0.00034397069248370826,0.002083348110318184,0.002037223894149065,0.01054443046450615,0.009929295629262924,0.019749291241168976,0.02024681493639946
1,380,0.8452000021934509,54869,0.9916294,0.01073079,0.96369517,0.022275012,0.6905167,0.08725627,0.83099,0.04500251,0.00037244035047478974,0.0003191437281202525,0.0021194852888584137,0.001968897646293044,0.010696553625166416,0.0100388303399086,0.01964518427848816,0.020187126472592354
1,390,0.8499000072479248,54737,0.9868798,0.0133783715,0.9638204,0.022050152,0.68779916,0.08628097,0.83553857,0.04425415,0.00040444853948429227,0.00034454590058885515,0.0020532901398837566,0.0019119324861094356,0.010762898251414299,0.010161973536014557,0.01954658329486847,0.02011237107217312
1,400,0.8529000282287598,54812,0.98795027,0.012903336,0.9602161,0.02255295,0.6874702,0.08554166,0.8380965,0.04367966,0.0004257051332388073,0.00035303301410749555,0.002005007117986679,0.001875331625342369,0.010861420072615147,0.010249980725347996,0.019453730434179306,0.020042987540364265
1,410,0.8533999919891357,54524,0.9878845,0.012997556,0.9577968,0.024063842,0.6857301,0.0858758,0.84027386,0.043418925,0.0004423065693117678,0.0003890946682076901,0.0020429964642971754,0.0019188191508874297,0.01098114624619484,0.01036768313497305,0.019353292882442474,0.019958918914198875
1,420,0.859000027179718,54519,0.9916733,0.010637438,0.9614101,0.022685248,0.6854792,0.08576447,0.8421364,0.04320306,0.0004507009871304035,0.00038329578819684684,0.0019703004509210587,0.0018732774769887328,0.011103683151304722,0.010438342578709126,0.019242383539676666,0.019881894811987877
1,430,0.8562999963760376,54632,0.9912139,0.010968775,0.9607835,0.022444671,0.68508196,0.08565353,0.8430537,0.042955715,0.00045722193317487836,0.00036878837272524834,0.0019290890777483582,0.0018506193300709128,0.011220215819776058,0.010532266460359097,0.01916152611374855,0.01980827935039997
1,440,0.8626999855041504,54887,0.98948276,0.011939312,0.9607,0.023317687,0.6859916,0.08586025,0.84373164,0.04267711,0.0003958132874686271,0.0003183670633006841,0.001931319129653275,0.0018460855353623629,0.011341995559632778,0.010600700043141842,0.019112475216388702,0.019714927300810814
1,450,0.8626999855041504,54920,0.9896199,0.011944251,0.9610292,0.023882272,0.6843798,0.086043514,0.8443869,0.042537395,0.000433851673733443,0.00036433895002119243,0.001891475752927363,0.0018044277094304562,0.011462275870144367,0.010695958510041237,0.019052760675549507,0.01963023841381073
1,460,0.8644999861717224,54814,0.9898294,0.011988355,0.9589027,0.025133967,0.68681294,0.08392962,0.8447352,0.042664513,0.0004075289471074939,0.00042467997991479933,0.0020355507731437683,0.0018231316935271025,0.011594297364354134,0.010755380615592003,0.018948212265968323,0.01957540214061737
1,470,0.8669999837875366,54621,0.9878582,0.012845921,0.96293527,0.024656625,0.68728137,0.08423034,0.8440128,0.042287875,0.00048422213876619935,0.00041523395339027047,0.0020241811871528625,0.0018015988171100616,0.011657455004751682,0.01083975937217474,0.018840841948986053,0.019522173330187798
1,480,0.8651000261306763,54637,0.99174386,0.010600217,0.963295,0.023938786,0.686221,0.083472855,0.8454958,0.042296916,0.0003535168943926692,0.000299402279779315,0.002086678985506296,0.0017859248910099268,0.011738443747162819,0.010958445258438587,0.01876552775502205,0.019450891762971878
1,490,0.8673999905586243,54427,0.9832735,0.01520463,0.96784925,0.021653378,0.6796562,0.08555844,0.8473354,0.04247484,0.0004273622471373528,0.00038793214480392635,0.002003898611292243,0.001758120721206069,0.011817027814686298,0.01105809211730957,0.018773924559354782,0.019348498433828354
1,500,0.8680999875068665,54478,0.99005705,0.011565661,0.96869594,0.021235667,0.6792047,0.0851955,0.8493581,0.042542484,0.00039361193194054067,0.0003095446736551821,0.0019269512267783284,0.0017204399919137359,0.01188095286488533,0.011139252223074436,0.018684575334191322,0.019302716478705406
1,510,0.8614000082015991,54526,0.9833957,0.015141262,0.97000194,0.020337632,0.6840366,0.08321611,0.8497485,0.042187024,0.0005285075749270618,0.0004499058413784951,0.0018582467455416918,0.0017356454627588391,0.011960556730628014,0.011194807477295399,0.018494654446840286,0.01929754577577114
1,520,0.8669000267982483,54480,0.9895535,0.011777667,0.97322404,0.019338137,0.6824818,0.08404649,0.8503629,0.041975446,0.0004109469009563327,0.00035559115349315107,0.0017796715255826712,0.0016573108732700348,0.01200048252940178,0.011304492130875587,0.018435800448060036,0.01922428607940674
1,530,0.8679999709129333,54373,0.98103684,0.016055368,0.9702545,0.020220935,0.6754363,0.08574002,0.8532332,0.042203147,0.0004849294200539589,0.00044641338172368705,0.0018109427765011787,0.0015826380113139749,0.012089907191693783,0.01141162309795618,0.018405379727482796,0.0191433597356081
1,540,0.8720999956130981,54469,0.98921347,0.012049584,0.96678907,0.020895878,0.67352694,0.08440174,0.8563891,0.04242686,0.0003669253783300519,0.00032622867729514837,0.0018405253067612648,0.0016063172370195389,0.012135680764913559,0.011491070501506329,0.01835235022008419,0.01906430721282959
1,550,0.8765000104904175,54596,0.9881794,0.012693347,0.9683094,0.020320853,0.6748094,0.083518766,0.8570613,0.04201966,0.00036700451164506376,0.0003168844268657267,0.0017956371884793043,0.0015699726063758135,0.012189348228275776,0.011543592438101768,0.018327273428440094,0.018968356773257256
1,560,0.878000020980835,54504,0.98396057,0.014640615,0.97410387,0.018614491,0.68068475,0.08214185,0.85602516,0.04165759,0.0005254233838059008,0.000418670941144228,0.001691392157226801,0.001544177415780723,0.012267186306416988,0.011571383103728294,0.018245304003357887,0.018918363377451897
1,570,0.8787000179290771,54448,0.9937874,0.008988731,0.9698964,0.020110413,0.6815296,0.08162441,0.8566291,0.041495565,0.00033421022817492485,0.0002938570105470717,0.001598962815478444,0.0015560801839455962,0.01229644101113081,0.011646171100437641,0.018165620043873787,0.018872512504458427
1,580,0.8737000226974487,54493,0.9897317,0.011820514,0.97053397,0.019859448,0.6801402,0.08181544,0.8580556,0.041258387,0.0003887956845574081,0.0003350100014358759,0.001568398904055357,0.0015421808930113912,0.012328804470598698,0.011725268326699734,0.018065430223941803,0.018830077722668648
1,590,0.8769000172615051,54339,0.98360324,0.014990471,0.97282994,0.01937468,0.67510355,0.084663056,0.85964924,0.04106644,0.0005137119442224503,0.00039790436858311296,0.001720132539048791,0.0015346172731369734,0.012425011023879051,0.011804942972958088,0.018001586198806763,0.01875801384449005
1,600,0.8773999810218811,54487,0.9892376,0.012278115,0.97066075,0.020386599,0.6699149,0.086341426,0.86232716,0.040543374,0.0004085172840859741,0.0003885088372044265,0.0017724822973832488,0.0015449847560375929,0.012491469271481037,0.011911955662071705,0.017954137176275253,0.018656937405467033
1,610,0.8815000057220459,54414,0.98520815,0.014031115,0.96673024,0.021742847,0.67027265,0.08380952,0.8652645,0.04010717,0.0004302780143916607,0.0003855775867123157,0.0017205883050337434,0.0015082104364410043,0.01259208656847477,0.011954088695347309,0.01785488799214363,0.018614312633872032
1,620,0.8840000033378601,54407,0.9906983,0.011203136,0.96348137,0.022710508,0.6695171,0.0824689,0.86635345,0.039917495,0.00040948696550913155,0.00033849760075099766,0.0016762018203735352,0.0014915296342223883,0.012658578343689442,0.012040972709655762,0.01779230497777462,0.018557313829660416
1,630,0.8815000057220459,54326,0.9928993,0.009735988,0.9585231,0.025240935,0.67150503,0.08149043,0.8664076,0.03997177,0.00035221342113800347,0.00029933566111139953,0.0016429884126409888,0.001529850298538804,0.012741776183247566,0.012099643237888813,0.017706409096717834,0.018510887399315834
1,640,0.8863999843597412,54261,0.991409,0.010570822,0.96377784,0.024122303,0.67160475,0.08153619,0.8672023,0.04007091,0.0003885254554916173,0.00030618664459325373,0.0016820647288113832,0.0015440224669873714,0.012826287187635899,0.012168972752988338,0.01768047735095024,0.018420185893774033
1,650,0.8863000273704529,54185,0.98543954,0.014447031,0.971598,0.021363182,0.6669847,0.08444504,0.86802036,0.03985295,0.0004239471163600683,0.00031205752748064697,0.0017147287726402283,0.0015603197971358895,0.012864961288869381,0.01226910762488842,0.01770571991801262,0.018318088725209236
1,660,0.8853999972343445,54200,0.9938246,0.008904104,0.967642,0.022295974,0.66503716,0.084840596,0.868868,0.039653562,0.00032061527599580586,0.00028658428345806897,0.001641645678319037,0.0015922838356345892,0.012880672700703144,0.012347828596830368,0.017682239413261414,0.018251430243253708
1,670,0.8853999972343445,54212,0.9902662,0.011428798,0.9684849,0.021370186,0.6651249,0.08403198,0.8693594,0.039667636,0.0003422679437790066,0.0003185615933034569,0.0016123339300975204,0.0015269021969288588,0.012953046709299088,0.0123697305098176,0.017594121396541595,0.018239174038171768
1,680,0.885200023651123,54214,0.99128056,0.010653043,0.97199845,0.019825414,0.6661104,0.08349258,0.86911845,0.039581586,0.0003944356576539576,0.0003558699390850961,0.001536102150566876,0.0015131535474210978,0.01307370513677597,0.012386050075292587,0.01749213971197605,0.0182118471711874
1,690,0.8906999826431274,54114,0.9907722,0.010953728,0.970878,0.019983495,0.66689354,0.08342716,0.86872023,0.039559465,0.0004098304780200124,0.0003190580755472183,0.0015622645150870085,0.0014572127256542444,0.013168741017580032,0.012410235591232777,0.01743963547050953,0.018162978813052177
1,700,0.8899999856948853,54175,0.9928902,0.0096729575,0.9720443,0.019641664,0.6692711,0.08277331,0.86812407,0.039810356,0.00031488348031416535,0.0002699341857805848,0.0015536579303443432,0.0014217077987268567,0.013231806457042694,0.012435276992619038,0.017380187287926674,0.01812695525586605
1,710,0.8885999917984009,54223,0.9927617,0.010022524,0.9791038,0.0169443,0.6716078,0.08134829,0.8682444,0.039982956,0.00032370357075706124,0.0003043590986635536,0.0014457519864663482,0.0013733411906287074,0.013262148015201092,0.012467915192246437,0.017313547432422638,0.01808272860944271
1,720,0.8914999961853027,54187,0.9907013,0.011199424,0.98186135,0.015677193,0.669196,0.08110452,0.8698539,0.039703574,0.0003542225167620927,0.0003087422519456595,0.001415574224665761,0.001322953961789608,0.013289015740156174,0.012544291093945503,0.01727413944900036,0.018018122762441635
1,730,0.8902999758720398,54164,0.9907184,0.011195744,0.9795991,0.016912725,0.6679898,0.08178049,0.8712378,0.03981396,0.0003916448913514614,0.0003163254586979747,0.0015073759714141488,0.0012967030052095652,0.013350469060242176,0.012611309066414833,0.01721925660967827,0.017966117709875107
1,740,0.890999972820282,54254,0.9880896,0.012527511,0.97825783,0.017165769,0.6704079,0.08114918,0.8702257,0.03993848,0.0004844111972488463,0.0004092538438271731,0.0014553794171661139,0.0013540951767936349,0.013412993401288986,0.012626546435058117,0.01712125539779663,0.017919326201081276
1,750,0.8881000280380249,54223,0.99314797,0.009729163,0.970788,0.020054528,0.66825116,0.08187844,0.87090343,0.039745152,0.00038635943201370537,0.0003223239618819207,0.0015638339100405574,0.0013974262401461601,0.013430417515337467,0.01270180381834507,0.017039349302649498,0.017881905660033226
1,760,0.8895000219345093,53938,0.9855251,0.013870705,0.972329,0.019748015,0.6648324,0.08192898,0.87273204,0.04003962,0.0005030743195675313,0.0003885174810420722,0.001521492376923561,0.0013998291688039899,0.01348872296512127,0.012780498713254929,0.017046017572283745,0.017794661223888397
1,770,0.8870999813079834,53922,0.99296224,0.009560382,0.9747983,0.01858126,0.66405916,0.08223203,0.8725292,0.040351275,0.00036684583756141365,0.00031737625249661505,0.0014969357289373875,0.001411481061950326,0.013520493172109127,0.012833155691623688,0.017033670097589493,0.017723405733704567
1,780,0.890999972820282,53881,0.99050456,0.0112262415,0.9766853,0.017501667,0.66543365,0.081337586,0.87220275,0.040135153,0.0004152559849899262,0.00032476652995683253,0.0015309590380638838,0.001408028299920261,0.013556231744587421,0.012874152511358261,0.016957705840468407,0.017684899270534515
1,790,0.891700029373169,54101,0.9895768,0.011809634,0.977674,0.017131733,0.66759086,0.08104902,0.8719496,0.039908946,0.0004980918020009995,0.0004371248069219291,0.0015744687989354134,0.0014789788983762264,0.013652848079800606,0.012908118776977062,0.016866061836481094,0.01765073649585247
1,800,0.8925999999046326,54170,0.9926426,0.0097383205,0.9775965,0.017132407,0.6680042,0.08074216,0.8730005,0.03965395,0.0003825903113465756,0.0003140233166050166,0.0016081765061244369,0.0014857175992801785,0.013736608438193798,0.012953031808137894,0.01678995043039322,0.01761762425303459
1,810,0.8931000232696533,54079,0.9921433,0.010189151,0.97421825,0.018566223,0.665459,0.08093484,0.8746334,0.03949173,0.0003645285323727876,0.0002928403264377266,0.001589865074492991,0.001463059801608324,0.01376704778522253,0.013037235476076603,0.01674698106944561,0.017547378316521645
1,820,0.894599974155426,53937,0.99003625,0.0115943365,0.97725195,0.017823523,0.6665502,0.07971473,0.8761033,0.03942865,0.0004135125200264156,0.00038982293335720897,0.0014416946796700358,0.0014368027914315462,0.013831868767738342,0.013059871271252632,0.016678133979439735,0.017495008185505867
1,830,0.8934000134468079,53892,0.9904532,0.011245998,0.9803563,0.016198639,0.66696167,0.079147145,0.8774555,0.03900771,0.00042853198829106987,0.00034088146639987826,0.0014834809117019176,0.0014129396295174956,0.013855623081326485,0.013103736564517021,0.016617340967059135,0.017431017011404037
1,840,0.8967999815940857,53781,0.9909497,0.010945949,0.97638965,0.01765089,0.66642123,0.079359934,0.8778576,0.038846217,0.00033108616480603814,0.00030173329287208617,0.0013821806060150266,0.0013938079355284572,0.013887531124055386,0.013140259310603142,0.016555845737457275,0.017404640093445778
1,850,0.8970999717712402,53841,0.9912351,0.010629561,0.9740992,0.018274665,0.6642597,0.08073463,0.8778202,0.038645,0.00044582379632629454,0.00036985683254897594,0.0014871429884806275,0.00139996234793216,0.013939546421170235,0.013172893784940243,0.0165057685226202,0.017367253080010414
1,860,0.8971999883651733,53941,0.9904445,0.011036653,0.9718951,0.01983977,0.66352224,0.08058087,0.8777958,0.038505446,0.00038496783236041665,0.0003117701271548867,0.0014591902727261186,0.0014296505833044648,0.013986877165734768,0.013202592730522156,0.016485469415783882,0.017293183133006096
1,870,0.8953999876976013,53862,0.99279803,0.009631167,0.9720214,0.019811807,0.6649057,0.08116965,0.8776377,0.0386187,0.00034235086059197783,0.0002884489658754319,0.0014637494459748268,0.0014177736593410373,0.014049330726265907,0.013228626921772957,0.016424119472503662,0.017250971868634224
1,880,0.894599974155426,53830,0.99285626,0.009656745,0.9750625,0.018488703,0.666878,0.08097402,0.87768114,0.038636178,0.00035908891004510224,0.00028327477048151195,0.0015355093637481332,0.001378825050778687,0.014112588949501514,0.013248435221612453,0.016373300924897194,0.017222153022885323
1,890,0.8977000117301941,53749,0.9913944,0.01064433,0.97503626,0.01850047,0.666061,0.08103304,0.87957585,0.038461946,0.00037244000122882426,0.00031409680377691984,0.0015748613514006138,0.0013752853265032172,0.01414831355214119,0.013293063268065453,0.016329001635313034,0.01717805676162243
1,900,0.8978000283241272,53952,0.989862,0.011543253,0.97080857,0.020396246,0.6653434,0.08116198,0.8803998,0.038424015,0.0004728916101157665,0.0003898046270478517,0.0015671196160838008,0.0014026834396645427,0.01419113390147686,0.013336396776139736,0.016276245936751366,0.01712874323129654
1,910,0.8977000117301941,53880,0.9944399,0.008579255,0.9685774,0.021652594,0.66534376,0.0813556,0.8814484,0.03838467,0.00035081160604022443,0.0003164440277032554,0.0015741019742563367,0.0013721655122935772,0.014242809265851974,0.013351596891880035,0.016228269785642624,0.017078762874007225
1,920,0.8988999724388123,53493,0.9914908,0.01038014,0.9732445,0.01985525,0.6657294,0.08158962,0.8819891,0.03847247,0.00038943428080528975,0.0003371277416590601,0.0015079430304467678,0.0013538235798478127,0.014328070916235447,0.013359537348151207,0.01625162921845913,0.01700134202837944
1,930,0.8949999809265137,53377,0.9892736,0.011995856,0.974615,0.018259538,0.6705339,0.08044735,0.880714,0.038472313,0.00038582144770771265,0.00032300170278176665,0.0014742289204150438,0.0013669192558154464,0.01440745871514082,0.013352991081774235,0.016209866851568222,0.016945956274867058
1,940,0.9006999731063843,53466,0.99275684,0.009734383,0.97612387,0.017834868,0.669323,0.08033477,0.88236177,0.03820473,0.000417471572291106,0.0003387800243217498,0.0015032830415293574,0.001368373748846352,0.014426562935113907,0.01340189017355442,0.016185767948627472,0.016880426555871964
1,950,0.8996000289916992,53311,0.99050254,0.01105069,0.9753063,0.01806444,0.667702,0.079246655,0.8836742,0.038067803,0.0003953895065933466,0.00031912006670609117,0.0015950864180922508,0.0014129424234852195,0.014467584900557995,0.013461916707456112,0.016188962385058403,0.016803698614239693
1,960,0.8988000154495239,53149,0.9946606,0.008327315,0.97663426,0.017310072,0.666945,0.07842719,0.88437486,0.03791678,0.00030794396298006177,0.0002732039138209075,0.0016290639759972692,0.001422016299329698,0.014520279131829739,0.013504479080438614,0.016172505915164948,0.016734367236495018
1,970,0.8988000154495239,53124,0.99053764,0.011061187,0.9751959,0.017771518,0.6666565,0.07846105,0.88518494,0.037673037,0.0003866865299642086,0.00028830135124735534,0.0016670000040903687,0.001395046361722052,0.0145735377445817,0.013537361286580563,0.016119124367833138,0.016678621992468834
1,980,0.9020000100135803,53067,0.9917037,0.010402285,0.97295845,0.018394696,0.66711736,0.0780239,0.8863344,0.03771094,0.00037442363100126386,0.0003197442274540663,0.001671427395194769,0.0013869073009118438,0.014622234739363194,0.013562729582190514,0.01604444533586502,0.01663087122142315
