epoch,step,train_loss,test_accuracy
1,0,2.7649552822113037,0
1,1,2.4232513904571533,0
1,2,2.346749782562256,0
1,3,2.271620750427246,0
1,4,2.254322052001953,0
1,5,2.1406970024108887,0
1,6,2.0097239017486572,0
1,7,2.1404366493225098,0
1,8,2.10617733001709,0
1,9,2.1997945308685303,0
1,10,2.0318961143493652,0
1,11,1.9245924949645996,0
1,12,1.9011720418930054,0
1,13,1.9742131233215332,0
1,14,1.9591059684753418,0
1,15,1.8530675172805786,0
1,16,1.8504202365875244,0
1,17,1.8496102094650269,0
1,18,1.8825169801712036,0
1,19,1.8431925773620605,0
1,20,1.8217905759811401,0
1,21,1.822864055633545,0
1,22,1.8038609027862549,0
1,23,1.8883546590805054,0
1,24,1.8091185092926025,0
1,25,1.885589599609375,0
1,26,1.8143545389175415,0
1,27,1.7958589792251587,0
1,28,1.7484456300735474,0
1,29,1.841525673866272,0
1,30,1.7159554958343506,0
1,31,1.7429226636886597,0
1,32,1.7803876399993896,0
1,33,1.7137203216552734,0
1,34,1.7279518842697144,0
1,35,1.6938759088516235,0
1,36,1.6717479228973389,0
1,37,1.6783239841461182,0
1,38,1.700657844543457,0
1,39,1.6547150611877441,0
1,40,1.7481625080108643,0
1,41,1.6950809955596924,0
1,42,1.625057339668274,0
1,43,1.6484506130218506,0
1,44,1.6513217687606812,0
1,45,1.6582590341567993,0
1,46,1.6909185647964478,0
1,47,1.614430546760559,0
1,48,1.6520084142684937,0
1,49,1.6263355016708374,0
1,50,1.696803331375122,0
1,51,1.6042349338531494,0
1,52,1.6309150457382202,0
1,53,1.6790708303451538,0
1,54,1.4803223609924316,0
1,55,1.5657232999801636,0
1,56,1.597477674484253,0
1,57,1.6482794284820557,0
1,58,1.746329426765442,0
1,59,1.6316454410552979,0
1,60,1.5614298582077026,0
1,61,1.5932308435440063,0
1,62,1.560043215751648,0
1,63,1.6189419031143188,0
1,64,1.5262309312820435,0
1,65,1.5176279544830322,0
1,66,1.534917950630188,0
1,67,1.5977262258529663,0
1,68,1.5193264484405518,0
1,69,1.636423110961914,0
1,70,1.5280213356018066,0
1,71,1.5086934566497803,0
1,72,1.4691417217254639,0
1,73,1.574238657951355,0
1,74,1.4413115978240967,0
1,75,1.545406699180603,0
1,76,1.5671371221542358,0
1,77,1.6190418004989624,0
1,78,1.608182430267334,0
1,79,1.623667597770691,0
1,80,1.4771257638931274,0
1,81,1.4869513511657715,0
1,82,1.4997432231903076,0
1,83,1.4563848972320557,0
1,84,1.4438120126724243,0
1,85,1.4964121580123901,0
1,86,1.438968300819397,0
1,87,1.472692608833313,0
1,88,1.472397804260254,0
1,89,1.4787737131118774,0
1,90,1.4688167572021484,0
1,91,1.4070236682891846,0
1,92,1.3645048141479492,0
1,93,1.5359783172607422,0
1,94,1.3891745805740356,0
1,95,1.510772466659546,0
1,96,1.494672417640686,0
1,97,1.5182018280029297,0
1,98,1.4632818698883057,0
1,99,1.4353044033050537,0
1,100,1.4235246181488037,0
1,101,1.4504257440567017,0
1,102,1.4889293909072876,0
1,103,1.574615716934204,0
1,104,1.3248648643493652,0
1,105,1.5322846174240112,0
1,106,1.5674768686294556,0
1,107,1.4717539548873901,0
1,108,1.3744431734085083,0
1,109,1.4672695398330688,0
1,110,1.481966495513916,0
1,111,1.557565450668335,0
1,112,1.4865237474441528,0
1,113,1.3719761371612549,0
1,114,1.3383976221084595,0
1,115,1.3983418941497803,0
1,116,1.321105718612671,0
1,117,1.2990269660949707,0
1,118,1.4158179759979248,0
1,119,1.3787761926651,0
1,120,1.3242363929748535,0
1,121,1.4081685543060303,0
1,122,1.4460214376449585,0
1,123,1.415418267250061,0
1,124,1.3659679889678955,0
1,125,1.3056282997131348,0
1,126,1.417736291885376,0
1,127,1.306216835975647,0
1,128,1.419443130493164,0
1,129,1.4627474546432495,0
1,130,1.3495768308639526,0
1,131,1.3389006853103638,0
1,132,1.4459855556488037,0
1,133,1.32255220413208,0
1,134,1.3828802108764648,0
1,135,1.3324342966079712,0
1,136,1.366249442100525,0
1,137,1.3049359321594238,0
1,138,1.2485593557357788,0
1,139,1.3383846282958984,0
1,140,1.4459757804870605,0
1,141,1.3606215715408325,0
1,142,1.3014779090881348,0
1,143,1.3145110607147217,0
1,144,1.3827316761016846,0
1,145,1.3987059593200684,0
1,146,1.3539531230926514,0
1,147,1.3543661832809448,0
1,148,1.4003982543945312,0
1,149,1.313888669013977,0
1,150,1.327054500579834,0
1,151,1.3849694728851318,0
1,152,1.5124461650848389,0
1,153,1.35154390335083,0
1,154,1.253446340560913,0
1,155,1.3237526416778564,0
1,156,1.305136799812317,0
1,157,1.349567174911499,0
1,158,1.3812636137008667,0
1,159,1.2867474555969238,0
1,160,1.2901498079299927,0
1,161,1.4062014818191528,0
1,162,1.4310024976730347,0
1,163,1.3535792827606201,0
1,164,1.2887951135635376,0
1,165,1.2958178520202637,0
1,166,1.2221115827560425,0
1,167,1.320418357849121,0
1,168,1.263343095779419,0
1,169,1.302885890007019,0
1,170,1.285330891609192,0
1,171,1.3116710186004639,0
1,172,1.2896790504455566,0
1,173,1.2787748575210571,0
1,174,1.3341182470321655,0
1,175,1.3209797143936157,0
1,176,1.347675085067749,0
1,177,1.1870454549789429,0
1,178,1.3159098625183105,0
1,179,1.3257839679718018,0
1,180,1.3299869298934937,0
1,181,1.2515290975570679,0
1,182,1.295032262802124,0
1,183,1.256825566291809,0
1,184,1.3815072774887085,0
1,185,1.2747373580932617,0
1,186,1.2061294317245483,0
1,187,1.1900328397750854,0
1,188,1.3500365018844604,0
1,189,1.2731822729110718,0
1,190,1.2313992977142334,0
