epoch,step,train_loss,test_accuracy
1,0,5.946077823638916,0
1,1,5.247663974761963,0
1,2,5.181529521942139,0
1,3,4.5279645919799805,0
1,4,4.4910359382629395,0
1,5,4.573175430297852,0
1,6,4.297701835632324,0
1,7,4.212230205535889,0
1,8,3.8687355518341064,0
1,9,4.015764236450195,0
1,10,3.9194881916046143,0
1,11,4.021246910095215,0
1,12,3.5029311180114746,0
1,13,3.462597370147705,0
1,14,3.686779022216797,0
1,15,3.6465539932250977,0
1,16,3.3678691387176514,0
1,17,3.3596396446228027,0
1,18,3.2037529945373535,0
1,19,3.298522472381592,0
1,20,3.0606915950775146,0
1,21,3.0398969650268555,0
1,22,2.981459617614746,0
1,23,3.010023593902588,0
1,24,3.148711681365967,0
1,25,3.0377516746520996,0
1,26,3.031918525695801,0
1,27,2.914484977722168,0
1,28,2.850834846496582,0
1,29,2.9015493392944336,0
1,30,2.5551767349243164,0
1,31,2.864224910736084,0
1,32,2.7398087978363037,0
1,33,2.7807023525238037,0
1,34,2.7112879753112793,0
1,35,2.7012338638305664,0
1,36,2.808583974838257,0
1,37,2.5900516510009766,0
1,38,2.6662240028381348,0
1,39,2.603372573852539,0
1,40,2.663853883743286,0
1,41,2.5806994438171387,0
1,42,2.43631911277771,0
1,43,2.5393123626708984,0
1,44,2.440477132797241,0
1,45,2.397385835647583,0
1,46,2.5019898414611816,0
1,47,2.593277931213379,0
1,48,2.5358657836914062,0
1,49,2.527859687805176,0
1,50,2.629998207092285,0
1,51,2.4963533878326416,0
1,52,2.359531879425049,0
1,53,2.4921154975891113,0
1,54,2.3177318572998047,0
1,55,2.3600218296051025,0
1,56,2.3506011962890625,0
1,57,2.336928606033325,0
1,58,2.2721664905548096,0
1,59,2.29193377494812,0
1,60,2.411696195602417,0
1,61,2.347414493560791,0
1,62,2.375518560409546,0
1,63,2.42948317527771,0
1,64,2.373948812484741,0
1,65,2.2078819274902344,0
1,66,2.3312292098999023,0
1,67,2.40377140045166,0
1,68,2.3668153285980225,0
1,69,2.31292986869812,0
1,70,2.400547981262207,0
1,71,2.257995843887329,0
1,72,2.409602642059326,0
1,73,2.3647689819335938,0
1,74,2.279966115951538,0
1,75,2.139385461807251,0
1,76,2.1898231506347656,0
1,77,2.2339296340942383,0
1,78,2.336413621902466,0
1,79,2.167196273803711,0
1,80,2.2995145320892334,0
1,81,2.2455523014068604,0
1,82,2.1137943267822266,0
1,83,2.209106206893921,0
1,84,2.258758544921875,0
1,85,2.154435873031616,0
1,86,2.12191104888916,0
1,87,2.188955783843994,0
1,88,2.317777395248413,0
1,89,2.087567090988159,0
